trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,103706.2,10271.7,26372.7,103742.7,10352.0,26678.4
1,103706.2,10271.7,26372.7,103705.5,10468.7,32872.7
10,103742.7,10352.0,26678.4,105113.2,10944.4,30578.4
10,103742.7,10352.0,26678.4,102625.3,9408.2,30578.4
