trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,28785.2,26651.4,35260.6,28700.0,26651.6,36038.2
1,28785.2,26651.4,35260.6,28429.0,26771.7,41760.6
10,28700.0,26651.6,36038.2,27951.2,26704.2,39938.2
2,28785.2,26651.4,35260.6,29158.0,26443.5,39160.6
2,28785.2,26651.4,35260.6,28852.3,26155.7,39160.6
2,28785.2,26651.4,35260.6,29755.9,26526.2,39160.6
