trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,80159.2,22818.1,59847.4,79828.4,22421.5,61575.8
1,80159.2,22818.1,59847.4,80614.2,24966.6,66347.4
10,79828.4,22421.5,61575.8,79701.9,21444.7,65475.8
2,80159.2,22818.1,59847.4,79921.7,23078.1,63747.4
2,80159.2,22818.1,59847.4,80544.5,22420.7,63747.4
2,80159.2,22818.1,59847.4,78173.9,23534.6,63747.4
2,80159.2,22818.1,59847.4,81317.7,21209.5,63747.4
