trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,75296.0,20463.2,35998.5,75332.2,20546.4,36188.0
1,75296.0,20463.2,35998.5,74262.5,21451.2,42498.5
10,75332.2,20546.4,36188.0,75028.0,19645.5,40088.0
