trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,97279.8,35829.9,23595.9,97226.2,35906.5,24459.0
1,97279.8,35829.9,23595.9,97665.3,35244.9,30095.9
10,97226.2,35906.5,24459.0,96919.7,36355.8,28359.0
2,97279.8,35829.9,23595.9,96869.9,36449.6,27495.9
