trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,23590.9,29837.3,64100.0,23611.1,29864.2,64469.0
1,23590.9,29837.3,64100.0,23382.9,29902.3,70600.0
10,23611.1,29864.2,64469.0,24071.3,30113.8,68369.0
