trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,87646.9,48768.1,44747.2,87654.9,48770.5,44978.9
1,87646.9,48768.1,44747.2,87577.4,49210.8,51247.2
10,87654.9,48770.5,44978.9,87918.5,49086.0,48878.9
10,87654.9,48770.5,44978.9,87686.9,48795.1,48878.9
10,87654.9,48770.5,44978.9,88256.3,48493.6,48878.9
