trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,105741.0,54760.2,15224.0,105917.0,55091.2,16723.6
1,105741.0,54760.2,15224.0,105617.5,54851.2,21724.0
10,105917.0,55091.2,16723.6,106229.0,56074.0,20623.6
10,105917.0,55091.2,16723.6,106365.5,55738.6,20623.6
