trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,106717.8,48600.8,19249.0,106704.4,48620.7,19527.4
1,106717.8,48600.8,19249.0,107120.8,48815.3,25749.0
10,106704.4,48620.7,19527.4,106177.9,49506.0,23427.4
10,106704.4,48620.7,19527.4,106735.6,47844.6,23427.4
10,106704.4,48620.7,19527.4,106603.0,48909.3,23427.4
2,106717.8,48600.8,19249.0,105411.3,47532.2,23149.0
2,106717.8,48600.8,19249.0,106550.1,48873.8,23149.0
2,106717.8,48600.8,19249.0,106581.3,48811.4,23149.0
