trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,16412.8,60392.9,41863.8,16453.7,60437.1,42414.9
1,16412.8,60392.9,41863.8,14697.5,62327.1,48363.8
10,16453.7,60437.1,42414.9,16397.5,60734.2,46314.9
2,16412.8,60392.9,41863.8,15878.1,59518.0,45763.8
