trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,109886.1,43564.0,15169.4,109843.9,43598.1,15688.5
1,109886.1,43564.0,15169.4,110238.4,44102.8,21669.4
10,109843.9,43598.1,15688.5,109717.9,43777.9,19588.5
10,109843.9,43598.1,15688.5,109684.0,43760.3,19588.5
2,109886.1,43564.0,15169.4,109903.7,43500.8,19069.4
