trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,105942.1,59223.6,49697.8,106232.4,59322.9,50792.5
1,105942.1,59223.6,49697.8,106406.3,62024.4,56197.8
10,106232.4,59322.9,50792.5,106175.5,59387.2,54692.5
2,105942.1,59223.6,49697.8,105878.1,59030.5,53597.8
2,105942.1,59223.6,49697.8,105885.9,59366.7,53597.8
2,105942.1,59223.6,49697.8,104999.1,59576.9,53597.8
