trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,103983.7,45748.1,40453.1,103937.5,45772.0,41072.8
1,103983.7,45748.1,40453.1,103793.9,46315.6,46953.1
10,103937.5,45772.0,41072.8,103678.9,45973.6,44972.8
10,103937.5,45772.0,41072.8,103960.1,45251.0,44972.8
2,103983.7,45748.1,40453.1,104709.5,46842.8,44353.1
2,103983.7,45748.1,40453.1,103329.3,45858.1,44353.1
2,103983.7,45748.1,40453.1,105301.1,45472.0,44353.1
