trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,19231.8,50868.4,39918.5,19245.8,50898.6,40450.6
1,19231.8,50868.4,39918.5,19187.6,51300.1,46418.5
10,19245.8,50898.6,40450.6,18021.1,51574.6,44350.6
10,19245.8,50898.6,40450.6,19873.2,51317.6,44350.6
10,19245.8,50898.6,40450.6,19639.5,48933.4,44350.6
10,19245.8,50898.6,40450.6,19908.1,51947.0,44350.6
2,19231.8,50868.4,39918.5,19528.4,50484.4,43818.5
2,19231.8,50868.4,39918.5,19118.2,51072.1,43818.5
2,19231.8,50868.4,39918.5,18763.5,51268.8,43818.5
