trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,57759.6,38319.8,38518.9,57747.4,38432.1,39037.4
1,57759.6,38319.8,38518.9,56932.1,37424.1,45018.9
10,57747.4,38432.1,39037.4,57141.3,38663.4,42937.4
10,57747.4,38432.1,39037.4,58287.6,38781.2,42937.4
10,57747.4,38432.1,39037.4,57291.1,39270.6,42937.4
2,57759.6,38319.8,38518.9,59746.3,38349.8,42418.9
