trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,93899.6,86006.6,15333.3,93780.4,86063.8,16981.0
1,93899.6,86006.6,15333.3,95160.6,86890.6,21833.3
10,93780.4,86063.8,16981.0,95792.8,86508.4,20881.0
10,93780.4,86063.8,16981.0,94088.5,86118.4,20881.0
