trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,22052.3,89479.2,20952.0,21949.9,89682.2,22340.0
1,22052.3,89479.2,20952.0,22858.3,88829.2,27452.0
10,21949.9,89682.2,22340.0,20896.9,90879.5,26240.0
10,21949.9,89682.2,22340.0,21630.1,90052.7,26240.0
10,21949.9,89682.2,22340.0,22078.6,90571.4,26240.0
10,21949.9,89682.2,22340.0,22644.1,90555.8,26240.0
