trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,65779.9,68351.3,41219.6,65810.4,68555.8,43456.6
1,65779.9,68351.3,41219.6,64672.9,66955.8,47719.6
10,65810.4,68555.8,43456.6,65541.3,68852.2,47356.6
10,65810.4,68555.8,43456.6,65865.0,68891.2,47356.6
2,65779.9,68351.3,41219.6,65295.9,67434.4,45119.6
2,65779.9,68351.3,41219.6,65974.9,69240.5,45119.6
2,65779.9,68351.3,41219.6,65285.4,68672.7,45119.6
