trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,12481.2,32800.7,31147.2,12416.4,32816.0,32326.9
1,12481.2,32800.7,31147.2,12487.0,33289.5,37647.2
10,12416.4,32816.0,32326.9,12223.4,35403.7,36226.9
10,12416.4,32816.0,32326.9,12312.3,32075.0,36226.9
2,12481.2,32800.7,31147.2,12565.8,32687.2,35047.2
2,12481.2,32800.7,31147.2,12368.5,32984.0,35047.2
