trType,posX1,posY1,posZ1,posX2,posY2,posZ2
9,87793.5,2523.9,22346.0,87765.7,2605.8,23258.0
1,87793.5,2523.9,22346.0,87663.5,2770.9,28846.0
10,87765.7,2605.8,23258.0,87691.6,2555.1,27158.0
10,87765.7,2605.8,23258.0,87703.3,3159.6,27158.0
